map,agent_1,agent_2,agent_3,agent_4,agent_5,win_rate,wins,rounds
Sunset,Sova,Omen,Yoru,KAY/O,Neon,66.67,8,12
Sunset,Sova,Chamber,Neon,Clove,Vyse,65.85,27,41
Sunset,Breach,Phoenix,Omen,Chamber,Neon,65.0,13,20
Sunset,Raze,Cypher,Omen,KAY/O,Fade,65.0,26,40
Sunset,Raze,Phoenix,Omen,Reyna,Vyse,65.0,13,20
Sunset,Viper,Omen,Yoru,Chamber,Fade,63.64,56,88
Sunset,Raze,Sova,Omen,Chamber,Gekko,63.41,26,41
Sunset,Sova,Skye,Chamber,Neon,Clove,63.16,36,57
Sunset,Sova,Yoru,Chamber,Neon,Clove,62.94,124,197
Sunset,Breach,Omen,Chamber,Neon,Fade,61.9,13,21
Sunset,Sova,Omen,Chamber,Neon,Waylay,61.9,13,21
Sunset,Sova,Sage,Omen,Chamber,Waylay,61.9,13,21
Sunset,Sova,Phoenix,Omen,Chamber,Waylay,61.9,13,21
Sunset,Sova,Skye,Neon,Clove,Vyse,61.9,13,21
Sunset,Sova,Yoru,Neon,Clove,Vyse,61.9,26,42
Sunset,Raze,Sova,Skye,Clove,Veto,61.9,13,21
Sunset,Sova,Jett,Yoru,Harbor,Deadlock,61.9,13,21
Sunset,Sova,Omen,Yoru,Neon,Veto,61.9,39,63
Sunset,Breach,Cypher,Omen,Neon,Tejo,61.67,37,60
Sunset,Sova,Yoru,Chamber,Clove,Waylay,61.54,80,130
Sunset,Sova,Chamber,Neon,Clove,Waylay,60.94,39,64
Sunset,Cypher,Phoenix,Omen,Neon,Fade,59.65,34,57
Sunset,Breach,Raze,Omen,Fade,Vyse,59.62,31,52
Sunset,Sova,Jett,Astra,Chamber,Waylay,59.09,13,22
Sunset,Breach,Raze,Omen,Chamber,Gekko,59.09,13,22
Sunset,Sova,Skye,Jett,Deadlock,Clove,59.09,13,22
Sunset,Raze,Cypher,Omen,Neon,Fade,59.09,13,22
Sunset,Killjoy,Phoenix,Omen,Fade,Waylay,59.09,13,22
Sunset,Sova,Skye,Omen,Iso,Waylay,59.09,13,22
Sunset,Cypher,Sova,Yoru,Clove,Waylay,57.81,37,64
Sunset,Raze,Phoenix,Omen,Chamber,Fade,57.78,26,45
Sunset,Sova,Skye,Neon,Clove,Veto,57.73,56,97
Sunset,Phoenix,Omen,Neon,Fade,Veto,56.86,58,102
Sunset,Cypher,Yoru,Astra,Neon,Fade,56.52,13,23
Sunset,Sova,Brimstone,Omen,Yoru,Veto,56.52,13,23
Sunset,Sova,Skye,Omen,Chamber,Neon,56.52,13,23
Sunset,Sova,Skye,Omen,Chamber,Waylay,56.52,13,23
Sunset,Phoenix,Omen,Fade,Iso,Clove,56.52,13,23
Sunset,Phoenix,Omen,Yoru,Chamber,Fade,56.1,115,205
Sunset,Brimstone,KAY/O,Neon,Tejo,Veto,55.56,5,9
Sunset,Sova,Sage,Chamber,Neon,Clove,55.56,5,9
Sunset,Cypher,Sova,Omen,KAY/O,Neon,55.47,76,137
Sunset,Sova,KAY/O,Neon,Clove,Vyse,55.45,61,110
Sunset,Chamber,Fade,Iso,Clove,Waylay,55.32,26,47
Sunset,Sova,Phoenix,Omen,Yoru,Chamber,55.32,26,47
Sunset,Raze,Sova,Phoenix,Omen,Deadlock,54.93,39,71
Sunset,Yoru,Astra,Fade,Iso,Veto,54.17,13,24
Sunset,Sova,Chamber,Neon,Iso,Clove,54.17,13,24
Sunset,Cypher,Skye,Neon,Fade,Clove,54.17,13,24
Sunset,Sova,Phoenix,Yoru,Clove,Waylay,54.17,13,24
Sunset,Raze,Cypher,KAY/O,Fade,Harbor,54.17,13,24
Sunset,Cypher,Sage,Astra,Fade,Veto,53.85,14,26
Sunset,Breach,Sova,Chamber,Neon,Clove,53.85,14,26
Sunset,Raze,Skye,Omen,Chamber,Fade,53.85,14,26
Sunset,Cypher,Omen,Yoru,Neon,Fade,53.68,51,95
Sunset,Raze,Cypher,Omen,KAY/O,Gekko,53.57,15,28
Sunset,Breach,Sova,Omen,Jett,Chamber,53.33,16,30
Sunset,Cypher,Brimstone,Skye,Fade,Tejo,53.33,16,30
Sunset,Viper,Phoenix,Omen,Neon,Fade,53.23,107,201
Sunset,Sova,Viper,Phoenix,Omen,Neon,53.13,170,320
Sunset,Raze,Sova,Omen,Yoru,Veto,53.13,17,32
Sunset,Cypher,Sova,Sage,Omen,Jett,52.17,36,69
Sunset,Phoenix,Omen,Chamber,Neon,Fade,52.1,607,1165
Sunset,Sage,Omen,Chamber,Fade,Waylay,51.52,17,33
Sunset,Sova,Phoenix,Neon,Clove,Veto,51.35,19,37
Sunset,Cypher,Omen,Yoru,Fade,Waylay,51.35,38,74
Sunset,Sova,Phoenix,Omen,Chamber,Neon,51.21,423,826
Sunset,Raze,Viper,Omen,Fade,Veto,51.16,22,43
Sunset,Sova,Phoenix,Skye,Omen,Neon,51.16,22,43
Sunset,Sova,Phoenix,Jett,Chamber,Clove,51.11,23,45
Sunset,Phoenix,Yoru,Astra,Chamber,Fade,51.09,47,92
Sunset,Breach,Sova,Omen,Chamber,Neon,50.9,142,279
Sunset,Breach,Sova,Omen,Neon,Deadlock,50.79,32,63
Sunset,Sova,Phoenix,Omen,Neon,Veto,50.41,62,123
Sunset,Phoenix,Yoru,Chamber,Fade,Clove,50.0,53,106
Sunset,Raze,Sova,Phoenix,Omen,Waylay,50.0,17,34
Sunset,Sova,Viper,Omen,Deadlock,Waylay,50.0,27,54
Sunset,Raze,Sova,Astra,KAY/O,Veto,50.0,2,4
Sunset,Sova,Omen,Yoru,Chamber,Iso,50.0,6,12
Sunset,Phoenix,Skye,Neon,Fade,Clove,50.0,6,12
Sunset,Chamber,Neon,Fade,Deadlock,Clove,50.0,2,4
Sunset,Omen,KAY/O,Fade,Waylay,Veto,50.0,6,12
Sunset,Cypher,Sova,Omen,Neon,Deadlock,49.71,86,173
Sunset,Sova,Omen,Jett,Yoru,Chamber,49.18,30,61
Sunset,Breach,Cypher,Sova,Omen,Neon,48.8,527,1080
Sunset,Sova,Omen,Yoru,Neon,Vyse,48.62,106,218
Sunset,Cypher,Sova,Omen,Yoru,Neon,48.53,181,373
Sunset,Breach,Sova,Omen,Chamber,Waylay,48.44,31,64
Sunset,Phoenix,Yoru,Neon,Fade,Clove,47.83,22,46
Sunset,Raze,Sova,Viper,Phoenix,Omen,47.73,21,44
Sunset,Viper,Chamber,Neon,Fade,Clove,47.71,52,109
Sunset,Sova,Omen,KAY/O,Chamber,Neon,47.14,66,140
Sunset,Sova,Phoenix,Omen,Neon,Waylay,46.99,39,83
Sunset,Sova,Viper,Omen,Neon,Deadlock,46.82,243,519
Sunset,Raze,Cypher,Sova,Yoru,Astra,46.67,14,30
Sunset,Cypher,Omen,KAY/O,Tejo,Waylay,46.67,14,30
Sunset,Sova,Phoenix,Yoru,Chamber,Harbor,46.67,14,30
Sunset,Sova,Viper,Omen,Chamber,Waylay,46.59,41,88
Sunset,Breach,Neon,Fade,Clove,Vyse,46.43,13,28
Sunset,Sova,Viper,Omen,Yoru,Vyse,46.43,26,56
Sunset,Breach,Raze,Sova,Omen,Chamber,46.15,12,26
Sunset,Cypher,Omen,Jett,Yoru,Fade,46.15,12,26
Sunset,Sova,Jett,Astra,Waylay,Veto,46.15,12,26
Sunset,Sova,Killjoy,Yoru,Clove,Waylay,46.15,12,26
Sunset,Raze,Omen,Neon,Fade,Vyse,46.15,12,26
Sunset,Cypher,Sova,Jett,Astra,Vyse,45.83,11,24
Sunset,Cypher,Yoru,Fade,Clove,Waylay,45.83,11,24
Sunset,Cypher,Sova,Skye,Omen,Chamber,45.83,11,24
Sunset,Sova,Omen,Chamber,Neon,Iso,45.83,11,24
Sunset,Phoenix,Omen,KAY/O,Chamber,Neon,45.83,11,24
Sunset,Sova,Phoenix,Neon,Clove,Vyse,45.83,11,24
Sunset,Sova,Yoru,Neon,Clove,Veto,45.83,11,24
Sunset,Omen,Reyna,Iso,Waylay,Veto,45.83,11,24
Sunset,Sova,Omen,Yoru,Chamber,Waylay,45.71,48,105
Sunset,Omen,Chamber,Neon,Fade,Waylay,45.45,20,44
Sunset,Raze,Sova,Omen,Neon,Vyse,45.45,40,88
Sunset,Raze,Sova,Phoenix,Omen,Chamber,45.12,37,82
Sunset,Breach,Cypher,Sova,Omen,Waylay,44.92,53,118
Sunset,Cypher,Sova,Omen,Neon,Waylay,44.9,44,98
Sunset,Sova,Omen,Jett,Chamber,Iso,44.44,4,9
Sunset,Cypher,Sova,Viper,Omen,Neon,44.37,67,151
Sunset,Cypher,Sova,Omen,Chamber,Neon,44.19,19,43
Sunset,Raze,Cypher,Sova,Omen,Yoru,43.75,14,32
Sunset,Omen,Yoru,Chamber,Fade,Waylay,43.48,10,23
Sunset,Viper,Omen,Fade,Deadlock,Waylay,43.48,10,23
Sunset,Omen,Yoru,Neon,Fade,Veto,43.48,10,23
Sunset,Raze,Sova,Killjoy,Astra,Tejo,43.48,10,23
Sunset,Sova,KAY/O,Neon,Deadlock,Clove,43.48,10,23
Sunset,Sova,Sage,Omen,Chamber,Neon,42.86,3,7
Sunset,Sova,Skye,Omen,Neon,Veto,42.86,3,7
Sunset,Raze,Sova,Phoenix,Deadlock,Clove,42.86,3,7
Sunset,Sova,Omen,Yoru,Chamber,Neon,42.51,88,207
Sunset,Breach,Cypher,Omen,Fade,Waylay,42.42,14,33
Sunset,Sova,Brimstone,Omen,Neon,Vyse,41.82,23,55
Sunset,Raze,Cypher,Phoenix,Omen,KAY/O,41.67,5,12
Sunset,Raze,Cypher,Sova,Sage,Omen,41.67,5,12
Sunset,Sova,Omen,Yoru,Waylay,Veto,41.03,32,78
Sunset,Cypher,Sova,Astra,Neon,Vyse,40.91,9,22
Sunset,Breach,Raze,Sova,Omen,Vyse,40.91,9,22
Sunset,Cypher,Sova,Sage,Jett,Clove,40.91,9,22
Sunset,Raze,Sova,Yoru,Chamber,Clove,40.91,9,22
Sunset,Raze,Phoenix,Fade,Deadlock,Clove,40.91,9,22
Sunset,Sova,Neon,Deadlock,Clove,Veto,40.91,9,22
Sunset,Raze,Sova,Phoenix,Omen,Yoru,40.91,9,22
Sunset,Sova,Viper,Omen,Chamber,Neon,40.51,32,79
Sunset,Cypher,Sova,Omen,Yoru,Waylay,40.0,72,180
Sunset,Sova,Omen,Jett,Neon,Vyse,39.78,37,93
Sunset,Breach,Sova,Omen,Neon,Vyse,39.6,99,250
Sunset,Cypher,Sova,Omen,Jett,Yoru,39.06,25,64
Sunset,Breach,Raze,Cypher,Sova,Omen,38.54,37,96
Sunset,Sova,Clove,Vyse,Waylay,Veto,37.5,3,8
Sunset,Sova,Omen,Reyna,Chamber,Waylay,36.59,15,41
Sunset,Raze,Viper,Phoenix,Omen,Fade,36.59,15,41
Sunset,Breach,Sova,Neon,Clove,Vyse,35.0,7,20
Sunset,Sova,Phoenix,Omen,Yoru,Deadlock,35.0,7,20
Sunset,Cypher,Omen,KAY/O,Neon,Fade,31.58,12,38
Sunset,Breach,Viper,Omen,Tejo,Waylay,31.58,6,19
Sunset,Raze,Cypher,Omen,Jett,Fade,31.58,6,19
Sunset,Sova,Viper,Omen,Yoru,Waylay,27.78,15,54
Sunset,Sova,Viper,Omen,KAY/O,Neon,25.71,9,35
Sunset,Cypher,Sova,Jett,Neon,Clove,23.53,4,17
Sunset,Sova,Jett,Neon,Clove,Vyse,23.53,4,17
Sunset,Breach,Raze,Cypher,Omen,Yoru,18.75,3,16
Sunset,Breach,Omen,Neon,Gekko,Veto,18.75,3,16
Sunset,Raze,Cypher,Sova,Omen,Neon,18.75,3,16
Sunset,Cypher,Astra,KAY/O,Neon,Fade,13.33,2,15
Sunset,Cypher,Sova,Omen,Neon,Tejo,13.33,2,15
Sunset,Viper,Omen,Neon,Fade,Deadlock,7.14,1,14
Sunset,Raze,Sova,Skye,Omen,Chamber,0.0,0,13
