map,agent_1,agent_2,agent_3,agent_4,agent_5,win_rate,wins,rounds
Lotus,Brimstone,Reyna,Yoru,Waylay,Veto,31.58,6,19
Lotus,Sova,Phoenix,Skye,Chamber,Clove,31.58,6,19
Lotus,Viper,Skye,Fade,Deadlock,Clove,31.58,6,19
Lotus,Omen,Yoru,KAY/O,Fade,Vyse,31.58,6,19
Lotus,Breach,Raze,Reyna,Astra,Vyse,27.78,5,18
Lotus,Raze,Astra,KAY/O,Neon,Vyse,27.78,5,18
Lotus,Breach,Skye,Astra,Chamber,Fade,16.67,2,12
Pearl,Sova,Viper,Jett,Astra,Clove,92.86,13,14
Pearl,Phoenix,Skye,Astra,Neon,Gekko,81.25,13,16
Pearl,Sova,Viper,Jett,Reyna,Chamber,76.47,13,17
Pearl,Sova,Skye,Jett,Yoru,Harbor,76.47,13,17
Pearl,Sova,Viper,Phoenix,Chamber,Neon,72.22,26,36
Pearl,Cypher,Omen,Jett,KAY/O,Gekko,72.22,13,18
Pearl,Sova,Jett,Yoru,Astra,Harbor,70.27,26,37
Pearl,Sova,Yoru,Astra,Neon,Harbor,68.42,26,38
Pearl,Sova,Viper,Skye,Astra,Neon,68.42,13,19
Pearl,Breach,Cypher,Omen,Jett,Waylay,68.42,13,19
Pearl,Sova,Viper,Yoru,Neon,Clove,68.42,39,57
Pearl,Cypher,Sova,Skye,Jett,Harbor,68.42,13,19
Pearl,Killjoy,Reyna,Neon,Harbor,Iso,68.42,13,19
Pearl,Sova,Viper,Astra,Neon,Iso,65.0,13,20
Pearl,Breach,Phoenix,Yoru,Harbor,Waylay,65.0,13,20
Pearl,Sova,Viper,Chamber,Neon,Harbor,65.0,13,20
Pearl,Sova,Viper,Jett,Yoru,Harbor,62.82,49,78
Pearl,Sova,Viper,Omen,Jett,Chamber,61.9,26,42
Pearl,Sova,Viper,Jett,Yoru,Veto,61.9,13,21
Pearl,Sova,Viper,Yoru,Harbor,Waylay,59.62,31,52
Pearl,Breach,Cypher,Skye,Neon,Harbor,59.09,13,22
Pearl,Sova,Viper,Jett,Chamber,Iso,59.09,13,22
Pearl,Omen,Yoru,Chamber,Neon,Tejo,59.09,13,22
Pearl,Sova,Viper,Omen,Yoru,Neon,58.94,122,207
Pearl,Sova,Viper,Yoru,Chamber,Clove,57.71,101,175
Pearl,Yoru,Astra,KAY/O,Fade,Harbor,56.58,43,76
Pearl,Sova,Viper,Brimstone,Jett,Yoru,56.52,13,23
Pearl,Sova,Viper,Yoru,Chamber,Iso,56.52,13,23
Pearl,Sova,Viper,Yoru,Chamber,Neon,56.52,13,23
Pearl,Skye,Jett,Reyna,Clove,Vyse,56.52,13,23
Pearl,Cypher,Sova,Viper,Yoru,Neon,56.52,13,23
Pearl,Sova,Chamber,Neon,Harbor,Waylay,56.41,22,39
Pearl,Sova,Viper,Jett,Neon,Clove,56.25,27,48
Pearl,Sova,Viper,Omen,Jett,Yoru,54.99,215,391
Pearl,Sova,Viper,Astra,Chamber,Neon,54.17,13,24
Pearl,Breach,Phoenix,Jett,Neon,Harbor,54.17,13,24
Pearl,Viper,Skye,Jett,Chamber,Harbor,54.17,13,24
Pearl,Viper,Omen,Jett,Reyna,Chamber,54.17,13,24
Pearl,Sage,Omen,Reyna,Chamber,Tejo,54.17,13,24
Pearl,Sova,Viper,Omen,Yoru,Waylay,54.03,114,211
Pearl,Sova,Omen,Yoru,Astra,Veto,53.73,36,67
Pearl,Cypher,Sova,Astra,Neon,Tejo,53.52,38,71
Pearl,Sova,Omen,Jett,Yoru,Astra,53.23,33,62
Pearl,Sova,Jett,Yoru,Astra,Chamber,53.15,59,111
Pearl,Sova,Viper,Yoru,Harbor,Veto,52.7,39,74
Pearl,Cypher,Sova,Viper,Yoru,Astra,52.46,32,61
Pearl,Sova,Viper,Jett,Chamber,Clove,51.77,73,141
Pearl,Sova,Viper,Jett,KAY/O,Chamber,51.49,69,134
Pearl,Sova,Viper,Yoru,Astra,Neon,51.36,1228,2391
Pearl,Sova,Viper,Jett,Yoru,Astra,50.65,1083,2138
Pearl,Cypher,Viper,Jett,KAY/O,Tejo,50.0,20,40
Pearl,Sova,Viper,Jett,Yoru,Clove,49.71,86,173
Pearl,Sova,Viper,Astra,KAY/O,Neon,49.43,43,87
Pearl,Cypher,Sova,Viper,Jett,Harbor,48.94,46,94
Pearl,Sova,Viper,Jett,Yoru,Chamber,47.22,51,108
Pearl,Sova,Viper,Yoru,Astra,Chamber,46.26,130,281
Pearl,Breach,Cypher,Sova,Astra,Neon,46.15,12,26
Pearl,Astra,KAY/O,Neon,Harbor,Iso,46.15,12,26
Pearl,Sova,Viper,Omen,Reyna,Yoru,46.15,12,26
Pearl,Sova,Viper,KAY/O,Chamber,Waylay,46.0,23,50
Pearl,Sage,Reyna,Astra,Chamber,Clove,45.83,11,24
Pearl,Sova,Viper,Phoenix,Astra,Neon,45.83,11,24
Pearl,Breach,Cypher,Jett,Harbor,Iso,45.83,11,24
Pearl,Cypher,Sova,Viper,Omen,Yoru,45.65,21,46
Pearl,Viper,Reyna,Yoru,Astra,Neon,44.68,21,47
Pearl,Cypher,Sova,Viper,Jett,Yoru,44.06,63,143
Pearl,Sova,Yoru,Astra,Chamber,Neon,43.59,34,78
Pearl,Sova,Yoru,Astra,Neon,Veto,43.48,10,23
Pearl,Sova,Sage,Omen,Yoru,Astra,43.48,10,23
Pearl,Sova,Omen,Yoru,Astra,Waylay,43.48,10,23
Pearl,Sova,Viper,Omen,Chamber,Neon,43.48,20,46
Pearl,Sova,Viper,Yoru,Chamber,Waylay,43.48,10,23
Pearl,Omen,Jett,Yoru,Fade,Vyse,43.48,10,23
Pearl,Sova,Omen,Harbor,Iso,Veto,43.48,10,23
Pearl,Sova,Viper,Jett,Chamber,Neon,42.72,44,103
Pearl,Sova,Viper,Jett,Astra,KAY/O,42.63,81,190
Pearl,Sova,Viper,Omen,Jett,KAY/O,41.76,38,91
Pearl,Sova,Viper,Astra,Neon,Waylay,41.27,26,63
Pearl,Breach,Cypher,Sova,Viper,Neon,41.03,16,39
Pearl,Sova,Skye,Jett,Astra,Chamber,40.91,9,22
Pearl,Breach,Sova,Viper,Yoru,Neon,40.91,9,22
Pearl,Reyna,Yoru,KAY/O,Chamber,Clove,40.91,9,22
Pearl,Sova,Viper,Omen,Chamber,Waylay,40.91,9,22
Pearl,Cypher,Jett,Fade,Iso,Clove,40.91,9,22
Pearl,Viper,Phoenix,Omen,Yoru,Fade,40.91,9,22
Pearl,Sova,Killjoy,Viper,Jett,KAY/O,40.91,9,22
Pearl,Sova,Viper,Yoru,Astra,Waylay,40.34,71,176
Pearl,Sova,Viper,Omen,Jett,Reyna,39.02,32,82
Pearl,Sova,Viper,Jett,Astra,Chamber,38.46,45,117
Pearl,Cypher,Sova,Jett,Yoru,Astra,38.1,16,42
Pearl,Cypher,Sova,Yoru,Astra,Waylay,38.1,8,21
Pearl,Brimstone,Skye,Jett,Reyna,Veto,38.1,8,21
Pearl,Raze,Phoenix,Omen,Reyna,Neon,38.1,8,21
Pearl,Sova,Viper,Skye,Jett,Chamber,37.21,16,43
Pearl,Breach,Cypher,Sova,Astra,Waylay,35.0,7,20
Pearl,Sage,Astra,Chamber,Fade,Veto,35.0,7,20
Pearl,Breach,Sova,Viper,Omen,Neon,35.0,14,40
Pearl,Sova,Viper,Yoru,KAY/O,Chamber,35.0,7,20
Pearl,Cypher,Sova,Viper,Jett,KAY/O,35.0,7,20
Pearl,Sova,Viper,Jett,Neon,Harbor,35.0,7,20
Pearl,Viper,KAY/O,Neon,Harbor,Tejo,35.0,7,20
Pearl,Viper,Yoru,KAY/O,Chamber,Fade,31.58,6,19
Pearl,Jett,KAY/O,Clove,Tejo,Waylay,31.58,6,19
Pearl,Sova,Viper,Jett,KAY/O,Clove,31.58,6,19
Pearl,Sova,Viper,KAY/O,Chamber,Neon,29.73,11,37
Pearl,Sova,Viper,Jett,Reyna,Astra,27.78,5,18
Pearl,Sova,Viper,Yoru,Clove,Waylay,27.78,5,18
Pearl,Sova,Viper,Skye,Jett,Harbor,27.78,5,18
Pearl,Killjoy,Viper,Skye,Reyna,Yoru,27.78,5,18
Pearl,Sova,Viper,Astra,KAY/O,Waylay,22.0,11,50
Pearl,Sova,Viper,Yoru,Astra,KAY/O,18.75,3,16
Pearl,Yoru,Fade,Harbor,Iso,Vyse,18.75,3,16
Pearl,Sova,Phoenix,Jett,Yoru,Harbor,13.33,2,15
Pearl,Sova,Viper,Skye,Yoru,Astra,7.14,1,14
Split,Phoenix,Chamber,Deadlock,Vyse,Veto,100.0,13,13
Split,Cypher,Sova,Omen,Yoru,Waylay,100.0,13,13
Split,Raze,Viper,Reyna,Yoru,Clove,92.86,13,14
Split,Raze,Reyna,Astra,Chamber,Iso,86.67,13,15
Split,Viper,Sage,Reyna,Astra,Neon,86.67,13,15
Split,Raze,Reyna,Chamber,Clove,Waylay,86.67,13,15
Split,Raze,Cypher,Reyna,Iso,Clove,86.67,13,15
Split,Omen,Jett,Yoru,Fade,Iso,86.67,13,15
Split,Viper,Jett,Chamber,Fade,Clove,81.25,13,16
Split,Cypher,Viper,Omen,Reyna,Waylay,81.25,13,16
Split,Raze,Omen,Yoru,Fade,Waylay,81.25,13,16
Split,Phoenix,Jett,Reyna,Chamber,Harbor,76.47,13,17
Split,Sova,Deadlock,Iso,Clove,Tejo,76.47,13,17
Split,Viper,Omen,Jett,Reyna,Fade,76.47,13,17
Split,Astra,Chamber,Iso,Tejo,Waylay,72.22,13,18
Split,Killjoy,Yoru,Astra,Fade,Waylay,72.22,13,18
Split,Raze,Chamber,Gekko,Clove,Waylay,72.22,13,18
Split,Jett,Reyna,Chamber,Clove,Veto,72.22,13,18
Split,Omen,Chamber,Fade,Tejo,Waylay,72.22,13,18
Split,Raze,Phoenix,Omen,Jett,Chamber,72.22,13,18
Split,Raze,Viper,Neon,Fade,Clove,72.22,13,18
Split,Viper,Neon,Fade,Clove,Waylay,72.22,13,18
Split,Viper,Yoru,Fade,Clove,Veto,72.22,13,18
Split,Viper,Reyna,Iso,Clove,Waylay,72.22,13,18
Split,Raze,Phoenix,KAY/O,Clove,Tejo,72.22,13,18
Split,Viper,Omen,Reyna,Yoru,Iso,72.22,13,18
Split,Viper,Reyna,Clove,Tejo,Waylay,70.0,7,10
Split,Breach,Raze,Brimstone,Jett,Clove,68.42,13,19
Split,Raze,Jett,KAY/O,Chamber,Clove,68.42,13,19
Split,Raze,Viper,Reyna,Clove,Waylay,68.42,13,19
Split,Reyna,Yoru,Clove,Waylay,Veto,68.42,13,19
Split,Raze,Cypher,Omen,Reyna,Fade,68.42,39,57
Split,Cypher,Viper,Omen,Fade,Waylay,68.42,13,19
Split,Raze,Killjoy,Phoenix,Omen,Reyna,68.42,13,19
Split,Phoenix,Astra,KAY/O,Deadlock,Waylay,66.67,4,6
Split,Killjoy,Viper,Reyna,Astra,Waylay,66.67,6,9
Split,Breach,Omen,Chamber,Tejo,Waylay,66.67,6,9
Split,Breach,Viper,Omen,Neon,Tejo,66.1,39,59
Split,Breach,Omen,Chamber,Fade,Waylay,65.0,13,20
Split,Breach,Cypher,Omen,Jett,Fade,65.0,13,20
Split,Raze,Sage,Jett,Chamber,Clove,65.0,13,20
Split,Reyna,Yoru,Chamber,Clove,Waylay,65.0,13,20
Split,Viper,Omen,Tejo,Waylay,Veto,65.0,13,20
Split,Viper,Omen,Reyna,Neon,Waylay,64.1,100,156
Split,Killjoy,Viper,Brimstone,Reyna,Waylay,62.22,28,45
Split,Breach,Viper,Reyna,Astra,Waylay,61.9,13,21
Split,Reyna,Astra,Chamber,Deadlock,Waylay,61.9,13,21
Split,Raze,Cypher,Phoenix,Astra,Waylay,61.9,13,21
Split,Raze,Cypher,Reyna,Astra,Waylay,61.9,26,42
Split,Raze,Viper,Astra,Fade,Deadlock,61.9,26,42
Split,Reyna,Yoru,Chamber,Neon,Clove,61.9,13,21
Split,Raze,Cypher,Killjoy,Reyna,Clove,61.9,13,21
Split,Raze,Phoenix,Skye,Reyna,Clove,61.9,26,42
Split,Phoenix,Reyna,Chamber,Neon,Clove,61.61,69,112
Split,Raze,Reyna,Chamber,Clove,Tejo,60.94,39,64
Split,Viper,Reyna,Yoru,Neon,Clove,60.84,87,143
Split,Raze,Omen,Reyna,Yoru,Chamber,60.47,26,43
Split,Viper,Clove,Tejo,Waylay,Veto,60.47,26,43
Split,Breach,Viper,Omen,Reyna,Waylay,60.0,39,65
Split,Raze,Cypher,Viper,Omen,Fade,59.46,22,37
Split,Raze,Viper,Omen,Fade,Veto,59.46,44,74
Split,Cypher,Skye,Reyna,Deadlock,Clove,59.09,13,22
Split,Cypher,Yoru,Fade,Clove,Waylay,59.09,39,66
Split,Phoenix,Omen,Neon,Fade,Waylay,59.09,13,22
Split,Breach,Viper,Astra,Neon,Fade,59.02,36,61
Split,Breach,Viper,Omen,Tejo,Waylay,58.82,50,85
Split,Raze,Cypher,Phoenix,Omen,Reyna,58.82,20,34
Split,Raze,Cypher,Phoenix,Omen,Fade,58.54,96,164
Split,Raze,Viper,Skye,Omen,Fade,58.54,24,41
Split,Raze,Viper,Jett,Reyna,Clove,58.33,7,12
Split,Raze,Viper,Reyna,Clove,Tejo,58.33,7,12
Split,Raze,Reyna,Yoru,Clove,Tejo,58.33,7,12
Split,Viper,Omen,Jett,Reyna,Yoru,58.33,7,12
Split,Phoenix,Reyna,Chamber,Clove,Waylay,58.33,7,12
Split,Cypher,Viper,Omen,Yoru,Fade,58.33,7,12
Split,Viper,Reyna,Astra,KAY/O,Waylay,57.69,45,78
Split,Brimstone,Jett,Fade,Deadlock,Waylay,57.14,36,63
Split,Brimstone,Reyna,Gekko,Tejo,Waylay,57.14,4,7
Split,Viper,Yoru,Astra,Fade,Veto,56.63,111,196
Split,Yoru,Astra,Chamber,Tejo,Waylay,56.52,26,46
Split,Phoenix,Jett,Reyna,Chamber,Clove,56.52,13,23
Split,Raze,Reyna,Yoru,Chamber,Clove,56.52,13,23
Split,Raze,Phoenix,Reyna,Clove,Tejo,56.52,13,23
Split,Viper,Astra,KAY/O,Fade,Waylay,55.7,44,79
Split,Cypher,Viper,Yoru,Astra,Fade,55.32,26,47
Split,Viper,Omen,Neon,Fade,Waylay,55.17,32,58
Split,Viper,Omen,Yoru,Tejo,Waylay,55.17,144,261
Split,Viper,Jett,Yoru,Astra,Fade,55.1,27,49
Split,Breach,Raze,Cypher,Omen,Waylay,55.0,22,40
Split,Raze,Viper,Phoenix,Omen,Reyna,54.65,247,452
Split,Raze,Viper,Yoru,Astra,Fade,54.57,944,1730
Split,Breach,Raze,Viper,Astra,Fade,54.55,36,66
Split,Raze,Phoenix,Reyna,Astra,Waylay,54.55,54,99
Split,Raze,Viper,Omen,Reyna,Neon,54.31,63,116
Split,Breach,Viper,Yoru,Astra,Neon,54.17,13,24
Split,Raze,Yoru,Astra,Chamber,Fade,54.17,13,24
Split,Phoenix,Reyna,Astra,Waylay,Veto,54.17,13,24
Split,Cypher,Jett,Reyna,Yoru,Clove,54.17,13,24
Split,Killjoy,Omen,Neon,Fade,Waylay,54.17,13,24
Split,Raze,Viper,Omen,Reyna,Chamber,53.95,587,1088
Split,Viper,Omen,Chamber,Fade,Waylay,53.85,14,26
Split,Raze,Cypher,Omen,Jett,Reyna,53.85,14,26
Split,Breach,Viper,Astra,Fade,Waylay,53.78,64,119
Split,Breach,Raze,Viper,Omen,Reyna,53.76,50,93
Split,Viper,Omen,Yoru,Waylay,Veto,53.45,31,58
Split,Raze,Viper,Chamber,Fade,Clove,53.33,24,45
Split,Cypher,Viper,Omen,Reyna,Yoru,53.33,56,105
Split,Viper,Reyna,Chamber,Clove,Waylay,53.23,165,310
Split,Viper,Omen,Reyna,Chamber,Waylay,53.13,272,512
Split,Viper,Yoru,Astra,Tejo,Waylay,53.03,35,66
Split,Raze,Viper,Phoenix,Reyna,Astra,53.0,53,100
Split,Raze,Viper,Reyna,Astra,Chamber,52.61,121,230
Split,Raze,Viper,Phoenix,Omen,Fade,52.5,21,40
Split,Viper,Astra,Fade,Tejo,Waylay,52.38,22,42
Split,Breach,Raze,Cypher,Brimstone,Tejo,52.31,34,65
Split,Viper,Omen,Reyna,Neon,Deadlock,51.89,55,106
Split,Raze,Reyna,Astra,Chamber,Waylay,51.85,28,54
Split,Viper,Phoenix,Reyna,Neon,Clove,51.72,30,58
Split,Viper,Phoenix,Omen,Reyna,Waylay,51.69,275,532
Split,Raze,Viper,Omen,Reyna,Veto,51.69,61,118
Split,Raze,Viper,Omen,Yoru,Fade,51.69,1726,3339
Split,Raze,Viper,Omen,Reyna,Waylay,51.57,148,287
Split,Raze,Viper,Omen,Yoru,Tejo,51.35,19,37
Split,Viper,Omen,Reyna,Tejo,Waylay,51.35,76,148
Split,Sova,Phoenix,Astra,Deadlock,Waylay,51.35,19,37
Split,Raze,Viper,Omen,Neon,Tejo,51.32,39,76
Split,Raze,Killjoy,Viper,Omen,Reyna,51.25,144,281
Split,Viper,Reyna,Yoru,Clove,Waylay,51.22,21,41
Split,Breach,Raze,Viper,Astra,Tejo,50.98,52,102
Split,Viper,Phoenix,Reyna,Clove,Waylay,50.88,29,57
Split,Raze,Viper,Omen,Fade,Waylay,50.77,66,130
Split,Raze,Phoenix,Skye,Omen,Chamber,50.75,34,67
Split,Raze,Viper,Reyna,Yoru,Astra,50.36,69,137
Split,Raze,Cypher,Omen,Yoru,Fade,50.32,78,155
Split,Raze,Cypher,Viper,Omen,Reyna,50.27,94,187
Split,Breach,Raze,Phoenix,Omen,Deadlock,50.0,23,46
Split,Breach,Viper,Omen,Jett,Reyna,50.0,24,48
Split,Omen,Yoru,Chamber,Fade,Waylay,50.0,42,84
Split,Viper,Yoru,Fade,Clove,Waylay,50.0,34,68
Split,Viper,Phoenix,Omen,Jett,Yoru,50.0,18,36
Split,Omen,Yoru,Neon,Fade,Harbor,50.0,48,96
Split,Viper,Yoru,Astra,Neon,Fade,50.0,6,12
Split,Raze,Cypher,Phoenix,Reyna,Astra,50.0,3,6
Split,Omen,Yoru,Chamber,Tejo,Waylay,50.0,6,12
Split,Yoru,Fade,Deadlock,Clove,Veto,50.0,3,6
Split,Raze,Phoenix,Jett,Fade,Clove,50.0,6,12
Split,Cypher,Viper,Jett,Fade,Tejo,50.0,3,6
Split,Breach,Raze,Reyna,Chamber,Clove,50.0,4,8
Split,Viper,Omen,Chamber,Neon,Fade,50.0,6,12
Split,Skye,Omen,Yoru,Fade,Veto,50.0,3,6
Split,Raze,Killjoy,Skye,Omen,Reyna,50.0,6,12
Split,Raze,Viper,Reyna,Astra,Waylay,49.57,57,115
Split,Raze,Viper,Omen,Reyna,Deadlock,49.29,69,140
Split,Viper,Omen,Yoru,Neon,Fade,49.24,163,331
Split,Viper,Yoru,Astra,Fade,Waylay,48.75,371,761
Split,Raze,Viper,Astra,Chamber,Fade,48.72,38,78
Split,Viper,Omen,Yoru,Fade,Waylay,48.62,1379,2836
Split,Breach,Raze,Viper,Omen,Tejo,48.39,15,31
Split,Viper,Astra,Neon,Fade,Waylay,48.28,42,87
Split,Cypher,Omen,Yoru,Fade,Waylay,48.28,42,87
Split,Breach,Phoenix,Astra,Tejo,Waylay,47.62,30,63
Split,Raze,Viper,Omen,Reyna,Tejo,47.58,157,330
Split,Breach,Raze,Cypher,Omen,Reyna,47.5,19,40
Split,Viper,Omen,Reyna,Chamber,Neon,47.25,43,91
Split,Viper,Omen,Jett,Yoru,Fade,47.17,25,53
Split,Phoenix,Omen,Reyna,Tejo,Waylay,47.06,16,34
Split,Viper,Omen,Reyna,Yoru,Waylay,46.97,93,198
Split,Breach,Viper,Omen,Yoru,Fade,46.77,29,62
Split,Cypher,Omen,Jett,Reyna,Yoru,46.59,41,88
Split,Raze,Phoenix,Omen,Reyna,Chamber,46.31,69,149
Split,Raze,Phoenix,Reyna,Chamber,Clove,46.27,31,67
Split,Cypher,Phoenix,Omen,Jett,Fade,46.15,12,26
Split,Raze,Phoenix,Chamber,Fade,Clove,46.15,12,26
Split,Raze,Omen,Yoru,Chamber,Fade,46.15,12,26
Split,Raze,Viper,Reyna,Fade,Clove,46.15,12,26
Split,Raze,Phoenix,Omen,Reyna,Clove,46.15,12,26
Split,Raze,Viper,Reyna,Chamber,Clove,46.08,47,102
Split,Viper,Yoru,Astra,Chamber,Fade,45.95,51,111
Split,Breach,Viper,Omen,Fade,Waylay,45.85,320,698
Split,Raze,Phoenix,Omen,Reyna,Astra,45.83,11,24
Split,Raze,Cypher,Phoenix,Reyna,Clove,45.83,11,24
Split,Cypher,Omen,Yoru,Deadlock,Tejo,45.83,11,24
Split,Phoenix,Jett,Reyna,Astra,Waylay,45.83,11,24
Split,Raze,Jett,Reyna,Chamber,Clove,45.83,11,24
Split,Brimstone,Chamber,Fade,Clove,Waylay,45.83,11,24
Split,Raze,Viper,Omen,Fade,Tejo,45.83,11,24
Split,Raze,Phoenix,Omen,Jett,Reyna,45.83,11,24
Split,Breach,Cypher,Omen,Fade,Waylay,45.76,27,59
Split,Raze,Phoenix,Omen,Reyna,Yoru,45.45,5,11
Split,Cypher,Viper,Jett,Reyna,Clove,45.24,19,42
Split,Viper,Reyna,Astra,Tejo,Waylay,45.13,51,113
Split,Raze,Phoenix,Omen,Reyna,Waylay,44.07,26,59
Split,Raze,Jett,Reyna,Deadlock,Clove,43.75,21,48
Split,Raze,Killjoy,Phoenix,Reyna,Astra,43.48,10,23
Split,Raze,Phoenix,Reyna,Astra,Chamber,43.48,20,46
Split,Raze,Yoru,Astra,Fade,Veto,43.24,16,37
Split,Breach,Raze,Phoenix,Omen,Fade,42.86,27,63
Split,Viper,Phoenix,Omen,Yoru,Fade,42.42,28,66
Split,Raze,Viper,Phoenix,Reyna,Clove,42.22,19,45
Split,Breach,Raze,Cypher,Omen,Fade,41.67,5,12
Split,Raze,Viper,Omen,Reyna,Fade,41.56,32,77
Split,Breach,Sova,Killjoy,Astra,Neon,41.52,71,171
Split,Viper,Reyna,Astra,Waylay,Veto,41.46,17,41
Split,Phoenix,Reyna,Yoru,Astra,Waylay,41.46,17,41
Split,Viper,Omen,Reyna,KAY/O,Waylay,41.38,24,58
Split,Viper,Omen,Jett,Reyna,Chamber,41.07,23,56
Split,Jett,Reyna,Astra,Deadlock,Veto,40.91,9,22
Split,Cypher,Phoenix,Chamber,Deadlock,Clove,40.91,9,22
Split,Raze,Cypher,Omen,Reyna,Waylay,40.91,9,22
Split,Breach,Raze,Viper,Phoenix,Omen,40.91,9,22
Split,Cypher,Omen,Reyna,Deadlock,Waylay,40.91,9,22
Split,Viper,Skye,Omen,Fade,Waylay,40.91,9,22
Split,Breach,Raze,Viper,Omen,Fade,40.26,31,77
Split,Raze,Viper,Astra,Fade,Waylay,40.0,26,65
Split,Omen,Reyna,Yoru,Chamber,Waylay,39.58,19,48
Split,Raze,Viper,Omen,Jett,Reyna,39.02,32,82
Split,Raze,Omen,Reyna,Chamber,Deadlock,38.46,15,39
Split,Raze,Omen,Yoru,Astra,Fade,38.1,8,21
Split,Raze,Killjoy,Viper,Reyna,Astra,38.1,8,21
Split,Phoenix,Omen,Chamber,Fade,Waylay,38.1,8,21
Split,Cypher,Sage,Omen,Jett,Fade,38.1,8,21
Split,Raze,Killjoy,Viper,Omen,Fade,38.1,8,21
Split,Viper,Omen,Yoru,Chamber,Fade,37.5,21,56
Split,Viper,Reyna,Astra,Chamber,Waylay,37.28,63,169
Split,Viper,Reyna,Yoru,Astra,Waylay,36.96,34,92
Split,Raze,Viper,Omen,Chamber,Fade,36.67,22,60
Split,Viper,Omen,KAY/O,Fade,Waylay,36.59,15,41
Split,Raze,Cypher,Phoenix,Omen,Yoru,35.94,23,64
Split,Breach,Raze,Viper,Reyna,Astra,35.0,7,20
Split,Yoru,Astra,Fade,Tejo,Waylay,35.0,7,20
Split,Brimstone,Skye,Fade,Deadlock,Waylay,35.0,7,20
Split,Breach,Omen,Reyna,Chamber,Neon,35.0,7,20
Split,Viper,Omen,Reyna,Fade,Waylay,35.0,28,80
Split,Raze,Viper,Jett,Reyna,Astra,33.33,2,6
Split,Raze,Cypher,Phoenix,Omen,Tejo,33.33,4,12
Split,Phoenix,Jett,Reyna,Astra,Deadlock,33.33,4,12
Split,Raze,Viper,Omen,Reyna,Yoru,32.11,61,190
Split,Raze,Cypher,Omen,Reyna,Yoru,31.58,12,38
Split,Raze,Viper,Reyna,Astra,Veto,27.78,5,18
Split,Viper,Omen,Yoru,Fade,Veto,27.78,5,18
Split,Viper,Yoru,Astra,Fade,Tejo,27.78,5,18
Split,Raze,Viper,Omen,KAY/O,Fade,27.78,5,18
Split,Raze,Viper,Yoru,Fade,Clove,27.78,5,18
Split,Raze,Cypher,Omen,Fade,Waylay,27.78,5,18
Split,Phoenix,Chamber,Fade,Clove,Waylay,23.53,8,34
Split,Raze,Viper,Omen,Fade,Deadlock,20.83,10,48
Split,Breach,Viper,Astra,Tejo,Waylay,18.75,3,16
Split,Viper,Omen,Yoru,Fade,Tejo,16.13,5,31
Split,Breach,Raze,Viper,Omen,Yoru,13.33,2,15
Split,Skye,Jett,Yoru,Neon,Iso,13.33,2,15
Split,Sage,Phoenix,Omen,Neon,Tejo,13.33,2,15
Split,Breach,Viper,Omen,Neon,Fade,7.14,1,14
Split,Breach,Raze,Cypher,Fade,Clove,7.14,1,14
Split,Omen,Reyna,Yoru,Deadlock,Waylay,7.14,1,14
Sunset,Cypher,Sova,Skye,Omen,Neon,100.0,13,13
Sunset,Breach,Cypher,Omen,Neon,Fade,92.86,13,14
Sunset,Sage,Phoenix,Jett,Fade,Clove,92.86,13,14
Sunset,Sova,Phoenix,Omen,Yoru,Neon,92.86,13,14
Sunset,Sage,Brimstone,Chamber,Neon,Fade,86.67,13,15
Sunset,Sova,Brimstone,Phoenix,Omen,Neon,86.67,13,15
Sunset,Raze,Sova,Omen,Yoru,Chamber,86.67,13,15
Sunset,Cypher,Sova,Omen,Iso,Waylay,86.67,13,15
Sunset,Sova,Viper,Phoenix,Neon,Iso,86.67,13,15
Sunset,Sova,Chamber,Harbor,Iso,Clove,81.25,13,16
Sunset,Raze,Skye,Fade,Clove,Vyse,81.25,13,16
Sunset,Sova,Sage,Phoenix,Skye,Clove,81.25,13,16
Sunset,Breach,Skye,Astra,Chamber,Neon,76.47,13,17
Sunset,Raze,Sova,Astra,Chamber,Waylay,76.47,13,17
Sunset,Breach,Raze,Sova,Omen,Veto,76.47,13,17
Sunset,Skye,Jett,Chamber,Fade,Clove,76.47,13,17
Sunset,Sova,Jett,KAY/O,Chamber,Clove,76.47,13,17
Sunset,Phoenix,Skye,Fade,Clove,Waylay,76.47,13,17
Sunset,Breach,Sova,Omen,Neon,Veto,72.22,13,18
Sunset,Sage,Skye,Chamber,Clove,Waylay,72.22,13,18
Sunset,Raze,Cypher,Sova,Sage,Clove,72.22,13,18
Sunset,Raze,Sova,Neon,Clove,Vyse,72.22,26,36
Sunset,Raze,Phoenix,Chamber,Fade,Clove,68.42,13,19
Sunset,Sova,Phoenix,Chamber,Neon,Clove,68.42,13,19
Sunset,Omen,Chamber,Fade,Iso,Waylay,68.42,13,19
Sunset,Viper,Omen,Chamber,Neon,Fade,68.42,26,38
Sunset,Cypher,Yoru,Neon,Fade,Clove,68.42,13,19
Sunset,Cypher,Skye,Neon,Gekko,Clove,68.42,13,19
Sunset,Cypher,Sova,Skye,Neon,Clove,68.42,13,19
Sunset,Cypher,Sova,Phoenix,Omen,Neon,68.42,13,19
Sunset,Phoenix,Chamber,Neon,Fade,Clove,67.24,39,58
Sunset,Killjoy,Jett,Fade,Clove,Waylay,66.67,2,3
Sunset,Viper,Phoenix,Omen,Fade,Waylay,66.67,6,9
